,ID,JSON_String,JSON_Dict,time_of_day,reason,vehicles
7302,66209061,"{'time_of_day': 'evening', 'reason': 'Negligence', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'evening', 'reason': 'Negligence', 'vehicles': ['Car', 'Special Vehicle']}",evening,Negligence,"['Car', 'Special Vehicle']"
7303,67506761,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Special Vehicle']}",morning,External influences,"['Two-Wheeler', 'Special Vehicle']"
7304,71920805,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle']"
7305,69646116,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}",evening,External influences,['Car']
7306,69277574,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}",NA,External influences,['Car']
7307,47674698,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}",night,Negligence,['Car']
7308,71907981,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Commercial Vehicle', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Commercial Vehicle', 'Commercial Vehicle']}",night,Negligence,"['Commercial Vehicle', 'Commercial Vehicle']"
7309,45958669,"{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}",afternoon,External influences,"['Car', 'Special Vehicle']"
7310,71883394,{},{},,,
7311,67798464,"{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",night,Collision,"['Car', 'Commercial Vehicle']"
7312,45946742,"{'time_of_day': 'NA', 'reason': 'Driving Under Influence', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'Driving Under Influence', 'vehicles': ['Car', 'Two-Wheeler']}",NA,Driving Under Influence,"['Car', 'Two-Wheeler']"
7313,48198966,"{'time_of_day': 'night', 'reason': ['Negligence', 'Visibility'], 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'night', 'reason': ['Negligence', 'Visibility'], 'vehicles': ['Car', 'Two-Wheeler']}",night,"['Negligence', 'Visibility']","['Car', 'Two-Wheeler']"
7314,72264647,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",night,External influences,"['Car', 'Commercial Vehicle']"
7315,66292528,{},{},,,
7316,73001170,"{'time_of_day': 'morning', 'reason': ['Negligence', 'Negligence'], 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': ['Negligence', 'Negligence'], 'vehicles': ['Car']}",morning,"['Negligence', 'Negligence']",['Car']
7317,67438955,"{'time_of_day': ['night', 'NA'], 'reason': ['Negligence'], 'vehicles': ['Two-Wheeler', 'Car', 'Special Vehicle', 'Commercial Vehicle']}","{'time_of_day': ['night', 'NA'], 'reason': ['Negligence'], 'vehicles': ['Two-Wheeler', 'Car', 'Special Vehicle', 'Commercial Vehicle']}","['night', 'NA']",['Negligence'],"['Two-Wheeler', 'Car', 'Special Vehicle', 'Commercial Vehicle']"
7318,79897154,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Collision,"['Car', 'Commercial Vehicle']"
7319,69224096,"{'time_of_day': 'NA', 'reason': ['Speed'], 'vehicles': ['Car', 'Two-Wheeler', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': ['Speed'], 'vehicles': ['Car', 'Two-Wheeler', 'Commercial Vehicle']}",NA,['Speed'],"['Car', 'Two-Wheeler', 'Commercial Vehicle']"
7320,63347926,"{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Two-Wheeler', 'Car']}",night,Visibility,"['Two-Wheeler', 'Car']"
7321,79915037,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
7322,69217275,"{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Two-Wheeler', 'Car']}",night,['Speed'],"['Two-Wheeler', 'Car']"
7323,64802387,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}",NA,NA,"['Car', 'Two-Wheeler']"
7324,67400442,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",evening,External influences,"['Car', 'Commercial Vehicle']"
7325,64787315,"{'time_of_day': ['afternoon', 'evening', 'night'], 'reason': ['Collision', 'Negligence', 'Negligence'], 'vehicles': ['Commercial Vehicle', 'Commercial Vehicle', 'Special Vehicle', 'Special Vehicle', 'Car', 'Commercial Vehicle', 'Two-Wheeler', 'Two-Wheeler', 'Special Vehicle', 'Special Vehicle']}","{'time_of_day': ['afternoon', 'evening', 'night'], 'reason': ['Collision', 'Negligence', 'Negligence'], 'vehicles': ['Commercial Vehicle', 'Commercial Vehicle', 'Special Vehicle', 'Special Vehicle', 'Car', 'Commercial Vehicle', 'Two-Wheeler', 'Two-Wheeler', 'Special Vehicle', 'Special Vehicle']}","['afternoon', 'evening', 'night']","['Collision', 'Negligence', 'Negligence']","['Commercial Vehicle', 'Commercial Vehicle', 'Special Vehicle', 'Special Vehicle', 'Car', 'Commercial Vehicle', 'Two-Wheeler', 'Two-Wheeler', 'Special Vehicle', 'Special Vehicle']"
7326,45875566,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}",evening,External influences,['Car']
7327,71828081,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Special Vehicle']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Special Vehicle']}",evening,External influences,"['Two-Wheeler', 'Special Vehicle']"
7328,71825015,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Car']}",night,External influences,"['Two-Wheeler', 'Car']"
7329,67716991,"{'time_of_day': 'evening', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'evening', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}",evening,Negligence,"['Car', 'Two-Wheeler']"
7330,71826663,"{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car', 'Special Vehicle']}",morning,Speed,"['Car', 'Special Vehicle']"
7331,72198536,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
7332,28660962,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle']"
7333,71827384,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
7334,67705820,"{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Visibility,"['Car', 'Commercial Vehicle']"
7335,71811744,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}",NA,Speed,['Car']
7336,71811771,"{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Two-Wheeler']}","{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Two-Wheeler']}",morning,Speed,['Two-Wheeler']
7337,67705535,"{'time_of_day': 'NA', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,Visibility,"['Car', 'Commercial Vehicle']"
7338,51263655,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Car']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Car']}",NA,External influences,"['Car', 'Car']"
7339,77628087,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Collision,"['Car', 'Commercial Vehicle']"
7340,67691690,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Special Vehicle']}",NA,NA,"['Car', 'Special Vehicle']"
7341,24771205,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Negligence,"['Car', 'Commercial Vehicle']"
7342,66193734,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
7343,71794969,"{'time_of_day': 'afternoon', 'reason': 'Collision', 'vehicles': ['Commercial Vehicle', 'Car', 'Commercial Vehicle', 'Two-Wheeler']}","{'time_of_day': 'afternoon', 'reason': 'Collision', 'vehicles': ['Commercial Vehicle', 'Car', 'Commercial Vehicle', 'Two-Wheeler']}",afternoon,Collision,"['Commercial Vehicle', 'Car', 'Commercial Vehicle', 'Two-Wheeler']"
7344,67341931,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Two-Wheeler', 'Car']}",night,Negligence,"['Two-Wheeler', 'Car']"
7345,70458371,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,External influences,"['Car', 'Commercial Vehicle']"
7346,51201187,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
7347,77578070,"{'time_of_day': 'evening', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'evening', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}",evening,Speed,"['Car', 'Commercial Vehicle']"
7348,38046991,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Two-Wheeler']}",night,External influences,"['Car', 'Two-Wheeler']"
7349,71768286,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Two-Wheeler', 'Car', 'Car']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Two-Wheeler', 'Car', 'Car']}",afternoon,Negligence,"['Two-Wheeler', 'Car', 'Car']"
7350,45716382,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}",night,External influences,"['Car', 'Special Vehicle']"
7351,71088490,"{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car']}",morning,Speed,['Car']
7352,70415889,"{'time_of_day': 'NA', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}",NA,['Speed'],"['Car', 'Commercial Vehicle']"
7353,66166630,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}",NA,Negligence,['Car']
7354,70414561,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Collision,"['Car', 'Commercial Vehicle']"
7355,74063059,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
7356,65997540,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}",evening,External influences,['Car']
7357,64643493,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
7358,70653528,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
7359,70650989,"{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Two-Wheeler', 'Car']}",night,['Speed'],"['Two-Wheeler', 'Car']"
7360,74643001,{},{},,,
7361,69070807,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,Speed,"['Car', 'Commercial Vehicle']"
7362,72870089,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
7363,67263023,"{'time_of_day': 'NA', 'reason': ['Negligence', 'Speed'], 'vehicles': ['Special Vehicle', 'Commercial Vehicle', 'Two-Wheeler', 'Car']}","{'time_of_day': 'NA', 'reason': ['Negligence', 'Speed'], 'vehicles': ['Special Vehicle', 'Commercial Vehicle', 'Two-Wheeler', 'Car']}",NA,"['Negligence', 'Speed']","['Special Vehicle', 'Commercial Vehicle', 'Two-Wheeler', 'Car']"
7364,67564940,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Two-Wheeler', 'Car']}",morning,Negligence,"['Two-Wheeler', 'Car']"
7365,79727729,"{'time_of_day': 'night', 'reason': 'Driving Under Influence', 'vehicles': ['Car', 'Special Vehicle', 'Two-Wheeler']}","{'time_of_day': 'night', 'reason': 'Driving Under Influence', 'vehicles': ['Car', 'Special Vehicle', 'Two-Wheeler']}",night,Driving Under Influence,"['Car', 'Special Vehicle', 'Two-Wheeler']"
7366,65933713,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
7367,71667069,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Collision,"['Car', 'Commercial Vehicle']"
7368,69002133,"{'time_of_day': ['morning', 'afternoon', 'evening'], 'reason': ['Collision', 'External influences', 'Collision'], 'vehicles': ['Commercial Vehicle', 'Special Vehicle', 'Car', 'Two-Wheeler', 'Two-Wheeler']}","{'time_of_day': ['morning', 'afternoon', 'evening'], 'reason': ['Collision', 'External influences', 'Collision'], 'vehicles': ['Commercial Vehicle', 'Special Vehicle', 'Car', 'Two-Wheeler', 'Two-Wheeler']}","['morning', 'afternoon', 'evening']","['Collision', 'External influences', 'Collision']","['Commercial Vehicle', 'Special Vehicle', 'Car', 'Two-Wheeler', 'Two-Wheeler']"
7369,66039550,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Two-Wheeler']}",morning,External influences,"['Car', 'Two-Wheeler']"
7370,46413859,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
7371,77443881,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}",night,Negligence,['Car']
7372,68979688,"{'time_of_day': ['evening', 'night', 'night'], 'reason': ['Negligence'], 'vehicles': ['Car', 'Commercial Vehicle', 'Two-Wheeler']}","{'time_of_day': ['evening', 'night', 'night'], 'reason': ['Negligence'], 'vehicles': ['Car', 'Commercial Vehicle', 'Two-Wheeler']}","['evening', 'night', 'night']",['Negligence'],"['Car', 'Commercial Vehicle', 'Two-Wheeler']"
7373,71640415,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Two-Wheeler']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Two-Wheeler']}",morning,External influences,"['Two-Wheeler', 'Two-Wheeler']"
7374,77916692,"{'time_of_day': 'evening', 'reason': 'Driving Under Influence', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'evening', 'reason': 'Driving Under Influence', 'vehicles': ['Car', 'Two-Wheeler']}",evening,Driving Under Influence,"['Car', 'Two-Wheeler']"
7375,70556738,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}",NA,Negligence,['Car']
7376,45505608,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
7377,71588155,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle', 'Two-Wheeler']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle', 'Two-Wheeler']}",morning,External influences,"['Car', 'Commercial Vehicle', 'Two-Wheeler']"
7378,71584874,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
7379,70235601,"{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}",night,Speed,"['Car', 'Commercial Vehicle']"
7380,67427712,"{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Car', 'Special Vehicle']}",night,Collision,"['Two-Wheeler', 'Car', 'Special Vehicle']"
7381,68912449,"{'time_of_day': ['morning', 'morning'], 'reason': ['Speed', 'External influences'], 'vehicles': ['Car', 'Commercial Vehicle', 'Special Vehicle']}","{'time_of_day': ['morning', 'morning'], 'reason': ['Speed', 'External influences'], 'vehicles': ['Car', 'Commercial Vehicle', 'Special Vehicle']}","['morning', 'morning']","['Speed', 'External influences']","['Car', 'Commercial Vehicle', 'Special Vehicle']"
7382,72423816,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}",NA,Negligence,"['Car', 'Two-Wheeler']"
7383,29962742,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Car', 'Special Vehicle']}",night,External influences,"['Two-Wheeler', 'Car', 'Special Vehicle']"
7384,72416173,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,External influences,"['Car', 'Commercial Vehicle']"
7385,71545443,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
7386,65155629,"{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Car']}",night,Collision,"['Two-Wheeler', 'Car']"
7387,71548641,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,Negligence,"['Car', 'Commercial Vehicle']"
7388,70438045,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Special Vehicle']}",NA,NA,"['Car', 'Special Vehicle']"
7389,70441595,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,Collision,"['Car', 'Commercial Vehicle']"
7390,68840765,"{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Speed,"['Car', 'Commercial Vehicle']"
7391,45316839,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}",NA,External influences,['Car']
7392,49305217,"{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle', 'Special Vehicle']}",night,['Speed'],"['Car', 'Commercial Vehicle', 'Special Vehicle']"
7393,74459894,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
7394,70182942,"{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car']}",morning,Speed,['Car']
7395,67032197,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler', 'Commercial Vehicle']}",NA,NA,"['Car', 'Two-Wheeler', 'Commercial Vehicle']"
7396,67353842,"{'time_of_day': 'night', 'reason': ['Negligence', 'Collision', 'Collision'], 'vehicles': ['Car', 'Two-Wheeler', 'Two-Wheeler']}","{'time_of_day': 'night', 'reason': ['Negligence', 'Collision', 'Collision'], 'vehicles': ['Car', 'Two-Wheeler', 'Two-Wheeler']}",night,"['Negligence', 'Collision', 'Collision']","['Car', 'Two-Wheeler', 'Two-Wheeler']"
7397,71495677,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}",afternoon,Negligence,"['Car', 'Commercial Vehicle']"
7398,70428629,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
7399,67354414,"{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car']}",afternoon,External influences,['Car']
7400,71483251,"{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car']}",afternoon,External influences,['Car']
7401,67330615,"{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Speed,"['Car', 'Commercial Vehicle']"
7402,70406423,"{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}",morning,['Speed'],"['Car', 'Commercial Vehicle']"
7403,71484864,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle', 'Special Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle', 'Special Vehicle']"
7404,68798034,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car', 'Special Vehicle']}",morning,Negligence,"['Car', 'Special Vehicle']"
7405,35627442,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}",evening,External influences,['Car']
7406,67316048,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
